-------------------------------------------------------------------------------------------,,,,,,,,
1962,6,22812,320.62,318.47,320.58,318.45,320.62,318.47
1962,7,22842,319.61,318.93,319.16,318.5,319.61,318.93
1962,8,22873,317.4,318.68,317.25,318.56,317.4,318.68
1962,9,22904,316.25,319.16,315.67,318.6,316.25,319.16
1962,10,22934,315.42,318.44,315.63,318.64,315.42,318.44
1962,11,22965,316.69,318.58,316.81,318.68,316.69,318.58
1962,12,22995,317.7,318.47,317.96,318.72,317.7,318.47
1963,1,23026,318.74,318.7,318.81,318.76,318.74,318.7
1963,2,23057,319.07,318.44,319.45,318.81,319.07,318.44
1963,3,23085,319.86,318.57,320.16,318.85,319.86,318.57
1963,4,23116,321.38,319.05,321.26,318.91,321.38,319.05
1963,5,23146,322.25,319.4,321.81,318.96,322.25,319.4
1963,6,23177,321.48,319.33,321.15,319.01,321.48,319.33
1963,7,23207,319.74,319.06,319.71,319.06,319.74,319.06
1963,8,23238,317.77,319.05,317.78,319.1,317.77,319.05
1963,9,23269,316.21,319.14,316.2,319.14,316.21,319.14
1963,10,23299,315.99,319.02,316.16,319.18,315.99,319.02
1963,11,23330,317.07,318.97,317.35,319.23,317.07,318.97
1963,12,23360,318.35,319.13,318.51,319.27,318.35,319.13
1964,1,23391,319.57,319.54,319.36,319.32,319.57,319.54
1964,2,23422,-99.99,-99.99,320.01,319.36,320.01,319.36
1964,3,23451,-99.99,-99.99,320.74,319.41,320.74,319.41
1964,4,23482,-99.99,-99.99,321.83,319.45,321.83,319.45
1964,5,23512,322.25,319.4,322.34,319.49,322.25,319.4
1964,6,23543,321.89,319.75,321.64,319.52,321.89,319.75
1964,7,23573,320.44,319.78,320.19,319.55,320.44,319.78
1964,8,23604,318.69,320,318.24,319.58,318.69,320
1964,9,23635,316.7,319.65,316.64,319.6,316.7,319.65
1964,10,23665,316.87,319.91,316.59,319.62,316.87,319.91
1964,11,23696,317.68,319.58,317.76,319.64,317.68,319.58
1964,12,23726,318.71,319.49,318.89,319.66,318.71,319.49
1965,1,23757,319.44,319.4,319.73,319.68,319.44,319.4
1965,2,23788,320.44,319.81,320.37,319.72,320.44,319.81
1965,3,23816,320.89,319.59,321.08,319.77,320.89,319.59
1965,4,23847,322.14,319.78,322.2,319.83,322.14,319.78
1965,5,23877,322.17,319.3,322.77,319.91,322.17,319.3
1965,6,23908,321.87,319.7,322.15,320,321.87,319.7
1965,7,23938,321.21,320.52,320.76,320.1,321.21,320.52
1965,8,23969,318.87,320.16,318.88,320.21,318.87,320.16
1965,9,24000,317.82,320.76,317.36,320.32,317.82,320.76
1965,10,24030,317.3,320.36,317.39,320.43,317.3,320.36
1965,11,24061,318.87,320.78,318.66,320.55,318.87,320.78
1965,12,24091,319.42,320.2,319.9,320.66,319.42,320.2
1966,1,24122,320.62,320.59,320.83,320.78,320.62,320.59
1966,2,24153,321.6,320.96,321.55,320.9,321.6,320.96
1966,3,24181,322.39,321.08,322.33,321.01,322.39,321.08
1966,4,24212,323.7,321.34,323.5,321.12,323.7,321.34
1966,5,24242,324.08,321.2,324.1,321.22,324.08,321.2
1966,6,24273,323.75,321.57,323.48,321.32,323.75,321.57
1966,7,24303,322.38,321.69,322.07,321.4,322.38,321.69
1966,8,24334,320.36,321.66,320.15,321.48,320.36,321.66
1966,9,24365,318.64,321.6,318.58,321.55,318.64,321.6
1966,10,24395,318.1,321.17,318.56,321.62,318.1,321.17
1966,11,24426,319.78,321.7,319.78,321.68,319.78,321.7
1966,12,24456,321.03,321.81,320.97,321.74,321.03,321.81
1967,1,24487,322.33,322.29,321.85,321.8,322.33,322.29
1967,2,24518,322.5,321.86,322.51,321.86,322.5,321.86
1967,3,24546,323.04,321.73,323.23,321.9,323.04,321.73
1967,4,24577,324.42,322.04,324.35,321.96,324.42,322.04
1967,5,24607,325,322.11,324.9,322.01,325,322.11
1967,6,24638,324.09,321.91,324.24,322.07,324.09,321.91
1967,7,24668,322.54,321.85,322.8,322.13,322.54,321.85
1967,8,24699,320.92,322.22,320.87,322.2,320.92,322.22
1967,9,24730,319.25,322.22,319.29,322.27,319.25,322.22
1967,10,24760,319.39,322.47,319.28,322.34,319.39,322.47
1967,11,24791,320.73,322.65,320.52,322.42,320.73,322.65
1967,12,24821,321.96,322.75,321.72,322.49,321.96,322.75
1968,1,24852,322.57,322.53,322.62,322.57,322.57,322.53
1968,2,24883,323.15,322.5,323.3,322.65,323.15,322.5
1968,3,24912,323.89,322.55,324.09,322.73,323.89,322.55
1968,4,24943,325.02,322.62,325.24,322.83,325.02,322.62
1968,5,24973,325.57,322.68,325.82,322.92,325.57,322.68
1968,6,25004,325.36,323.19,325.18,323.03,325.36,323.19
1968,7,25034,324.14,323.47,323.78,323.14,324.14,323.47
1968,8,25065,322.11,323.44,321.89,323.25,322.11,323.44
1968,9,25096,320.33,323.32,320.36,323.37,320.33,323.32
1968,10,25126,320.25,323.33,320.42,323.49,320.25,323.33
1968,11,25157,321.32,323.25,321.71,323.61,321.32,323.25
1968,12,25187,322.89,323.69,322.97,323.75,322.89,323.69
1969,1,25218,324,323.97,323.93,323.89,324,323.97
1969,2,25249,324.42,323.77,324.68,324.03,324.42,323.77
1969,3,25277,325.63,324.31,325.5,324.16,325.63,324.31
1969,4,25308,326.66,324.27,326.71,324.3,326.66,324.27
1969,5,25338,327.38,324.48,327.34,324.44,327.38,324.48
1969,6,25369,326.71,324.51,326.75,324.57,326.71,324.51
1969,7,25399,325.88,325.18,325.36,324.69,325.88,325.18
1969,8,25430,323.66,324.97,323.46,324.8,323.66,324.97
1969,9,25461,322.38,325.37,321.9,324.9,322.38,325.37
1969,10,25491,321.78,324.88,321.91,324.99,321.78,324.88
1969,11,25522,322.85,324.79,323.16,325.08,322.85,324.79
1969,12,25552,324.12,324.91,324.38,325.16,324.12,324.91
1970,1,25583,325.06,325.03,325.29,325.24,325.06,325.03
1970,2,25614,325.98,325.33,325.98,325.32,325.98,325.33
1970,3,25642,326.93,325.61,326.74,325.4,326.93,325.61
1970,4,25673,328.13,325.74,327.89,325.48,328.13,325.74
1970,5,25703,328.08,325.16,328.47,325.55,328.08,325.16
1970,6,25734,327.67,325.46,327.82,325.63,327.67,325.46
1970,7,25764,326.34,325.64,326.37,325.7,326.34,325.64
1970,8,25795,324.69,326,324.42,325.77,324.69,326
1970,9,25826,323.1,326.1,322.82,325.83,323.1,326.1
1970,10,25856,323.06,326.17,322.79,325.88,323.06,326.17
1970,11,25887,324.01,325.95,324.01,325.93,324.01,325.95
1970,12,25917,325.13,325.93,325.19,325.97,325.13,325.93
1971,1,25948,326.17,326.14,326.05,326.01,326.17,326.14
1971,2,25979,326.68,326.03,326.71,326.05,326.68,326.03
1971,3,26007,327.18,325.85,327.43,326.09,327.18,325.85
1971,4,26038,327.79,325.38,328.56,326.14,327.79,325.38
1971,5,26068,328.93,326,329.12,326.19,328.93,326
1971,6,26099,328.57,326.36,328.46,326.26,328.57,326.36
1971,7,26129,327.36,326.65,327,326.33,327.36,326.65
1971,8,26160,325.43,326.75,325.05,326.4,325.43,326.75
1971,9,26191,323.36,326.37,323.45,326.47,323.36,326.37
1971,10,26221,323.56,326.68,323.44,326.54,323.56,326.68
1971,11,26252,324.8,326.75,324.69,326.62,324.8,326.75
1971,12,26282,326.01,326.81,325.91,326.7,326.01,326.81
1972,1,26313,326.77,326.73,326.83,326.78,326.77,326.73
1972,2,26344,327.63,326.98,327.54,326.88,327.63,326.98
1972,3,26373,327.75,326.39,328.35,326.98,327.75,326.39
1972,4,26404,329.72,327.29,329.55,327.1,329.72,327.29
1972,5,26434,330.07,327.14,330.16,327.23,330.07,327.14
1972,6,26465,329.09,326.89,329.56,327.38,329.09,326.89
1972,7,26495,328.04,327.36,328.19,327.54,328.04,327.36
1972,8,26526,326.32,327.67,326.34,327.72,326.32,327.67
1972,9,26557,324.84,327.87,324.86,327.91,324.84,327.87
1972,10,26587,325.2,328.33,324.99,328.1,325.2,328.33
1972,11,26618,326.5,328.45,326.38,328.31,326.5,328.45
1972,12,26648,327.55,328.35,327.72,328.51,327.55,328.35
1973,1,26679,328.55,328.51,328.76,328.72,328.55,328.51
1973,2,26710,329.56,328.91,329.59,328.92,329.56,328.91
1973,3,26738,330.3,328.96,330.46,329.11,330.3,328.96
1973,4,26769,331.5,329.08,331.74,329.3,331.5,329.08
1973,5,26799,332.48,329.53,332.42,329.48,332.48,329.53
1973,6,26830,332.07,329.84,331.85,329.64,332.07,329.84
1973,7,26860,330.87,330.16,330.45,329.77,330.87,330.16
1973,8,26891,329.31,330.64,328.52,329.88,329.31,330.64
1973,9,26922,327.51,330.54,326.91,329.96,327.51,330.54
1973,10,26952,327.18,330.32,326.88,330.01,327.18,330.32
1973,11,26983,328.16,330.13,328.1,330.04,328.16,330.13
1973,12,27013,328.64,329.45,329.28,330.07,328.64,329.45
1974,1,27044,329.35,329.32,330.14,330.09,329.35,329.32
1974,2,27075,330.71,330.05,330.78,330.12,330.71,330.05
1974,3,27103,331.48,330.14,331.5,330.14,331.48,330.14
1974,4,27134,332.65,330.22,332.62,330.18,332.65,330.22
1974,5,27164,333.09,330.13,333.17,330.22,333.09,330.13
1974,6,27195,332.25,330.01,332.48,330.26,332.25,330.01
1974,7,27225,331.18,330.46,330.99,330.31,331.18,330.46
1974,8,27256,329.39,330.72,328.99,330.36,329.39,330.72
1974,9,27287,327.43,330.47,327.35,330.41,327.43,330.47
1974,10,27317,327.37,330.52,327.32,330.46,327.37,330.52
1974,11,27348,328.46,330.43,328.57,330.52,328.46,330.43
1974,12,27378,329.57,330.38,329.79,330.58,329.57,330.38
1975,1,27409,330.4,330.36,330.7,330.65,330.4,330.36
1975,2,27440,331.4,330.74,331.4,330.74,331.4,330.74
1975,3,27468,332.04,330.69,332.18,330.82,332.04,330.69
1975,4,27499,333.31,330.87,333.36,330.91,333.31,330.87
1975,5,27529,333.97,331,333.97,331,333.97,331
1975,6,27560,333.6,331.36,333.33,331.1,333.6,331.36
1975,7,27590,331.9,331.19,331.88,331.2,331.9,331.19
1975,8,27621,330.06,331.39,329.92,331.29,330.06,331.39
1975,9,27652,328.56,331.61,328.32,331.39,328.56,331.61
1975,10,27682,328.34,331.5,328.32,331.47,328.34,331.5
1975,11,27713,329.49,331.47,329.6,331.56,329.49,331.47
1975,12,27743,330.76,331.57,330.84,331.64,330.76,331.57
1976,1,27774,331.75,331.71,331.76,331.72,331.75,331.71
1976,2,27805,332.56,331.91,332.47,331.8,332.56,331.91
1976,3,27834,333.5,332.12,333.26,331.87,333.5,332.12
1976,4,27865,334.58,332.12,334.43,331.95,334.58,332.12
1976,5,27895,334.88,331.9,335,332.03,334.88,331.9
1976,6,27926,334.33,332.1,334.32,332.11,334.33,332.1
1976,7,27956,333.05,332.36,332.85,332.19,333.05,332.36
1976,8,27987,330.94,332.31,330.89,332.29,330.94,332.31
1976,9,28018,329.3,332.37,329.3,332.39,329.3,332.37
1976,10,28048,328.94,332.11,329.35,332.5,328.94,332.11
1976,11,28079,330.31,332.29,330.67,332.63,330.31,332.29
1976,12,28109,331.68,332.5,331.98,332.77,331.68,332.5
1977,1,28140,332.93,332.89,332.98,332.93,332.93,332.89
1977,2,28171,333.42,332.76,333.78,333.11,333.42,332.76
1977,3,28199,334.7,333.34,334.64,333.27,334.7,333.34
1977,4,28230,336.07,333.62,335.93,333.46,336.07,333.62
1977,5,28260,336.75,333.76,336.62,333.63,336.75,333.76
1977,6,28291,336.27,334.01,336.06,333.82,336.27,334.01
1977,7,28321,334.92,334.2,334.67,333.98,334.92,334.2
1977,8,28352,332.75,334.1,332.77,334.15,332.75,334.1
1977,9,28383,331.59,334.66,331.22,334.31,331.59,334.66
1977,10,28413,331.16,334.35,331.28,334.46,331.16,334.35
1977,11,28444,332.4,334.4,332.63,334.6,332.4,334.4
1977,12,28474,333.85,334.66,333.94,334.74,333.85,334.66
1978,1,28505,334.97,334.93,334.92,334.87,334.97,334.93
1978,2,28536,335.39,334.72,335.68,335.01,335.39,334.72
1978,3,28564,336.64,335.28,336.5,335.13,336.64,335.28
1978,4,28595,337.76,335.3,337.73,335.25,337.76,335.3
1978,5,28625,338.01,335.02,338.37,335.37,338.01,335.02
1978,6,28656,337.9,335.63,337.74,335.49,337.9,335.63
1978,7,28686,336.54,335.82,336.29,335.6,336.54,335.82
1978,8,28717,334.68,336.03,334.32,335.7,334.68,336.03
1978,9,28748,332.76,335.84,332.7,335.8,332.76,335.84
1978,10,28778,332.55,335.74,332.71,335.89,332.55,335.74
1978,11,28809,333.92,335.92,334.01,335.99,333.92,335.92
1978,12,28839,334.95,335.77,335.28,336.08,334.95,335.77
1979,1,28870,336.23,336.19,336.24,336.19,336.23,336.19
1979,2,28901,336.76,336.09,336.98,336.3,336.76,336.09
1979,3,28929,337.96,336.6,337.79,336.41,337.96,336.6
1979,4,28960,338.88,336.41,339.03,336.54,338.88,336.41
1979,5,28990,339.47,336.47,339.67,336.67,339.47,336.47
1979,6,29021,339.29,337.01,339.06,336.8,339.29,337.01
1979,7,29051,337.73,337.01,337.63,336.94,337.73,337.01
1979,8,29082,336.09,337.44,335.69,337.08,336.09,337.44
1979,9,29113,333.92,337.01,334.11,337.22,333.92,337.01
1979,10,29143,333.86,337.07,334.17,337.37,333.86,337.07
1979,11,29174,335.29,337.3,335.54,337.52,335.29,337.3
1979,12,29204,336.73,337.55,336.88,337.68,336.73,337.55
1980,1,29235,338.01,337.98,337.9,337.85,338.01,337.98
1980,2,29266,338.36,337.69,338.69,338.02,338.36,337.69
1980,3,29295,340.07,338.68,339.58,338.17,340.07,338.68
1980,4,29326,340.76,338.26,340.85,338.33,340.76,338.26
1980,5,29356,341.47,338.45,341.5,338.48,341.47,338.45
1980,6,29387,341.17,338.91,340.87,338.63,341.17,338.91
1980,7,29417,339.56,338.86,339.43,338.76,339.56,338.86
1980,8,29448,337.6,338.98,337.48,338.9,337.6,338.98
1980,9,29479,335.88,338.99,335.89,339.02,335.88,338.99
1980,10,29509,336.02,339.23,335.93,339.13,336.02,339.23
1980,11,29540,337.1,339.11,337.25,339.24,337.1,339.11
1980,12,29570,338.21,339.04,338.53,339.34,338.21,339.04
1981,1,29601,339.24,339.2,339.49,339.44,339.24,339.2
1981,2,29632,340.48,339.81,340.23,339.55,340.48,339.81
1981,3,29660,341.38,340,341.02,339.63,341.38,340
1981,4,29691,342.5,340.02,342.23,339.72,342.5,340.02
1981,5,29721,342.91,339.89,342.83,339.81,342.91,339.89
1981,6,29752,342.25,339.96,342.16,339.89,342.25,339.96
1981,7,29782,340.49,339.76,340.67,339.98,340.49,339.76
1981,8,29813,338.43,339.8,338.67,340.07,338.43,339.8
1981,9,29844,336.69,339.81,337.03,340.16,336.69,339.81
1981,10,29874,336.86,340.08,337.05,340.26,336.86,340.08
1981,11,29905,338.36,340.38,338.38,340.37,338.36,340.38
1981,12,29935,339.61,340.44,339.67,340.48,339.61,340.44
1982,1,29966,340.75,340.71,340.64,340.59,340.75,340.71
1982,2,29997,341.61,340.94,341.38,340.7,341.61,340.94
1982,3,30025,342.7,341.32,342.18,340.79,342.7,341.32
1982,4,30056,343.57,341.07,343.39,340.88,343.57,341.07
1982,5,30086,344.14,341.1,344,340.96,344.14,341.1
1982,6,30117,343.35,341.05,343.32,341.04,343.35,341.05
1982,7,30147,342.06,341.32,341.82,341.12,342.06,341.32
1982,8,30178,339.81,341.18,339.79,341.2,339.81,341.18
1982,9,30209,337.98,341.1,338.14,341.28,337.98,341.1
1982,10,30239,337.86,341.1,338.15,341.38,337.86,341.1
1982,11,30270,339.26,341.29,339.49,341.49,339.26,341.29
1982,12,30300,340.49,341.32,340.81,341.62,340.49,341.32
1983,1,30331,341.38,341.34,341.83,341.78,341.38,341.34
1983,2,30362,342.52,341.85,342.63,341.95,342.52,341.85
1983,3,30390,343.1,341.71,343.51,342.11,343.1,341.71
1983,4,30421,344.94,342.44,344.83,342.31,344.94,342.44
1983,5,30451,345.76,342.71,345.54,342.49,345.76,342.71
1983,6,30482,345.32,343.01,344.97,342.68,345.32,343.01
1983,7,30512,343.98,343.25,343.56,342.86,343.98,343.25
1983,8,30543,342.38,343.75,341.62,343.03,342.38,343.75
1983,9,30574,339.87,343,340.04,343.19,339.87,343
1983,10,30604,339.99,343.24,340.1,343.34,339.99,343.24
1983,11,30635,341.15,343.19,341.47,343.48,341.15,343.19
1983,12,30665,342.99,343.83,342.8,343.62,342.99,343.83
1984,1,30696,343.7,343.66,343.81,343.76,343.7,343.66
1984,2,30727,344.5,343.83,344.58,343.89,344.5,343.83
1984,3,30756,345.28,343.87,345.44,344.01,345.28,343.87
1984,4,30787,347.05,344.52,346.69,344.14,347.05,344.52
1984,5,30817,347.43,344.38,347.32,344.26,347.43,344.38
1984,6,30848,346.8,344.51,346.66,344.39,346.8,344.51
1984,7,30878,345.39,344.69,345.18,344.5,345.39,344.69
1984,8,30909,343.28,344.68,343.18,344.62,343.28,344.68
1984,9,30940,341.07,344.23,341.57,344.74,341.07,344.23
1984,10,30970,341.35,344.6,341.62,344.86,341.35,344.6
1984,11,31001,342.98,345.01,342.98,344.99,342.98,345.01
1984,12,31031,344.22,345.05,344.3,345.12,344.22,345.05
1985,1,31062,344.97,344.93,345.3,345.25,344.97,344.93
1985,2,31093,345.99,345.31,346.08,345.39,345.99,345.31
1985,3,31121,347.42,346.03,346.91,345.5,347.42,346.03
1985,4,31152,348.35,345.83,348.16,345.62,348.35,345.83
1985,5,31182,348.93,345.86,348.8,345.73,348.93,345.86
1985,6,31213,348.25,345.93,348.13,345.83,348.25,345.93
1985,7,31243,346.56,345.82,346.63,345.93,346.56,345.82
1985,8,31274,344.67,346.05,344.6,346.02,344.67,346.05
1985,9,31305,343.09,346.24,342.93,346.1,343.09,346.24
1985,10,31335,342.8,346.07,342.93,346.19,342.8,346.07
1985,11,31366,344.24,346.28,344.26,346.28,344.24,346.28
1985,12,31396,345.56,346.39,345.55,346.37,345.56,346.39
1986,1,31427,346.3,346.26,346.52,346.47,346.3,346.26
1986,2,31458,346.95,346.27,347.28,346.58,346.95,346.27
1986,3,31486,347.85,346.45,348.1,346.69,347.85,346.45
1986,4,31517,349.55,347.02,349.36,346.81,349.55,347.02
1986,5,31547,350.21,347.14,350.01,346.93,350.21,347.14
1986,6,31578,349.55,347.22,349.37,347.06,349.55,347.22
1986,7,31608,347.94,347.2,347.89,347.18,347.94,347.2
1986,8,31639,345.9,347.29,345.89,347.31,345.9,347.29
1986,9,31670,344.85,348.02,344.26,347.44,344.85,348.02
1986,10,31700,344.17,347.45,344.3,347.56,344.17,347.45
1986,11,31731,345.66,347.71,345.67,347.7,345.66,347.71
1986,12,31761,346.9,347.74,347,347.83,346.9,347.74
1987,1,31792,348.02,347.98,348.02,347.98,348.02,347.98
1987,2,31823,348.48,347.79,348.83,348.13,348.48,347.79
1987,3,31851,349.42,348.01,349.7,348.29,349.42,348.01
1987,4,31882,350.98,348.45,351.02,348.47,350.98,348.45
1987,5,31912,351.85,348.76,351.74,348.66,351.85,348.76
1987,6,31943,351.26,348.92,351.17,348.86,351.26,348.92
1987,7,31973,349.51,348.77,349.77,349.06,349.51,348.77
1987,8,32004,348.1,349.49,347.85,349.28,348.1,349.49
1987,9,32035,346.45,349.62,346.31,349.5,346.45,349.62
1987,10,32065,346.36,349.65,346.44,349.72,346.36,349.65
1987,11,32096,347.81,349.87,347.91,349.94,347.81,349.87
1987,12,32126,348.96,349.81,349.34,350.16,348.96,349.81
1988,1,32157,350.43,350.39,350.44,350.39,350.43,350.39
1988,2,32188,351.73,351.05,351.31,350.61,351.73,351.05
1988,3,32217,352.22,350.79,352.26,350.81,352.22,350.79
1988,4,32248,353.59,351.02,353.61,351.02,353.59,351.02
1988,5,32278,354.22,351.12,354.31,351.21,354.22,351.12
1988,6,32309,353.8,351.47,353.7,351.4,353.8,351.47
1988,7,32339,352.38,351.66,352.26,351.57,352.38,351.66
1988,8,32370,350.43,351.85,350.28,351.74,350.43,351.85
1988,9,32401,348.73,351.92,348.68,351.89,348.73,351.92
1988,10,32431,348.88,352.18,348.75,352.03,348.88,352.18
1988,11,32462,350.07,352.13,350.12,352.16,350.07,352.13
1988,12,32492,351.34,352.19,351.45,352.28,351.34,352.19
1989,1,32523,352.76,352.72,352.44,352.39,352.76,352.72
1989,2,32554,353.07,352.38,353.2,352.5,353.07,352.38
1989,3,32582,353.68,352.27,354.02,352.59,353.68,352.27
1989,4,32613,355.42,352.86,355.26,352.69,355.42,352.86
